original_idx,comment,type_of_hate,target_of_hate,severity_of_hate,silver_explanation,source,verified,verification_status,notes
13865,সবাই চোরার সরকার হাসিনা মাটি করে ছে জনগণ ভোট চোর হাসিনা কে জুতো দিয়ে বিদায়ী করে বে ইসুআ আললাহ,Abusive,Individual,Severe,"এই বক্তব্যে নির্দিষ্ট ব্যক্তিকে প্রতি ""চোর"" এর মতো আপত্তিকর শব্দচয়ন এটিকে তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক মন্তব্য হিসেবে শ্রেণিবদ্ধ করে।",rule-contextual,False,pending,
23058,এখন কী পদে আছেন আপনি,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
4748,প্রধানমন্ত্রী শেখ হাসিনাকে সকল স্তরের মানুষ পছন্দ করে,,,Little to None,মন্তব্যকারী সাধারণ বিষয়ে মতামত দিয়েছেন এবং কোনো ঘৃণামূলক বক্তব্য প্রকাশ করেননি।,rule-based,False,pending,
12214,মানুষ না খেতে মরে ওনি ডিজিটাল বাংলাদেশ চুদায়,Political Hate,Organization,Severe,রাজনৈতিক বিষয়ে একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে স্পষ্ট।,rule-contextual,False,pending,
3496,মানুষ রূপি রক্ত খেকু রাক্ষস,Abusive,Individual,Severe,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
22593,ফকিন্নির বাচ্চারা এক মিনিটের খবরের সেকেন্ডের অ্যাড দেয়,Abusive,,Mild,মন্তব্যটিতে সাধারণভাবে মাঝারি মাত্রার অশ্লীল শব্দচয়ন ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে।,rule-contextual,False,pending,
14388,ভ্যানটা আমি চালাব,,,Little to None,মন্তব্যটি সাধারণ মতামত প্রকাশ করে এবং এতে কোনো ঘৃণা বা সহিংসতামূলক উপাদান নেই।,rule-based,False,pending,
4815,এত সুন্দর করে একটি রিপোর্ট তৈরি করার জন্য অসংখ্য ধন্যবাদ জানাচ্ছি সময় টেলিভিশন পরিবার কে,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
23291,মাশাআল্লাহ অসাধারণ সুন্দর করে বলেছেন কমল দাদা আপনি আপনার জন্য শুভকামনা রইল,,,Little to None,মন্তব্যকারী সাধারণ বিষয়ে মতামত দিয়েছেন এবং কোনো ঘৃণামূলক বক্তব্য প্রকাশ করেননি।,rule-based,False,pending,
9076,অভ৷ শেষে নাম হবে এর সাথে বি এন পি জড়িত আছে ১ নাম্বারে থাকবে তারেক রহমানে নাম,Political Hate,Organization,Little to None,মন্তব্যটি রাজনৈতিক ব্যক্তি বা দলের প্রতি একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মৃদু বা গৌণ মাত্রার ঘৃণামূলক দৃষ্টিভঙ্গি প্রকাশ করে।,rule-contextual,False,pending,
23544,কাকু হাসিনার দালালী আর কতদিন করবা,Abusive,Individual,Mild,"এই মন্তব্যে ""দালাল"" শব্দ ব্যবহার করে নির্দিষ্ট ব্যক্তিকে অবমাননা করা হয়েছে, যা মাঝারি মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
23467,নগদ এ্যড থেকে সাকিব কে সরানো হোক না হলে আপনাদের কাস্টমার হারাবেন,Abusive,Individual,Mild,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
4422,আমরা প্রায় সময় শুনি দক্ষিণ আফ্রিকায় এই ধরনের নির্মম নিষ্ঠুরতার শিকার হয় বাংলাদেশিরা আমি মনে করি সেখানে বাংলাদেশিরা না থাকাটাই ভালোঅন্যদেশে চলে যাওয়ার ব্যবস্থা করা টা তাদের জন্য উচিত হবে অথবা দেশে এসে ব্যবসা বাণিজ্য করার জন্য বিশেষভাবে অনুরোধ করিতেছি,,,Little to None,মন্তব্যকারী সাধারণ বিষয়ে মতামত দিয়েছেন এবং কোনো ঘৃণামূলক বক্তব্য প্রকাশ করেননি।,rule-based,False,pending,
13826,হে আল্লাহ তুমি ফেরাউন বাহিনীকে ধ্বংস করে দাও আমিন,Religious Hate,Community,Mild,"নির্দিষ্ট সম্প্রদায় বা গোষ্ঠীকে বিরুদ্ধে ""আল্লাহ"", ""ধ্বংস"" এর মতো সাম্প্রদায়িক শব্দ ব্যবহার করা হয়েছে, যা মাঝারি মাত্রার ধর্মীয় বিদ্বেষ নির্দেশ করে।",rule-contextual,False,pending,
9637,তোমার নাটোক আওয়ামী নাটোক একি শুতায় গাথা হাছিনা কতোটাকা দিয়েছেন জনোগন জানতে চায়,Political Hate,Individual,Mild,এই মন্তব্যে রাজনৈতিক প্রেক্ষাপটে একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার বিদ্বেষ ও ঘৃণা প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
19900,দেশ উন্নত করেনজনগণের জন্য খাদ্য ক্রয় করা সহজ করে দেন এই ভাবে আর কত বছর একজন আরেকজনের পিছে লাইগা থাকবেন,Abusive,Organization,Severe,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
4153,এই জাতি বলে শান্তির জাতি কথায় কথায় রেগে যায়সে বলে শান্তি,Abusive,Community,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
6093,১০০ টাকা বারে আর ২ টাকা কমে বলতে লজ্জা ও লাগেনা সময় টিভির,Abusive,Organization,Severe,"এই মন্তব্যে ""লজ্জা"" শব্দ ব্যবহার করে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে অবমাননা করা হয়েছে, যা তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
32984,এক ভাতারে ঐ মেয়ের পোসাইবেনা,Abusive,Individual,Mild,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
26794,লাভ ছাড়া কেউ কারো হোন মারে না,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
5724,সন্ত্রাসী রাষ্ট্রে সন্ত্রাসী কর্মকাণ্ড হওয়াটা স্বাভাবিক এই খবরে প্রচার করার কি দরকার দেশের খবর নাই,Abusive,Society,Mild,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
30684,মিয়া আর কত হুসিয়ারি দিবা তুমি ছোট কালথেকে দেকছি,Abusive,Individual,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
6810,এ জন্যই বুঝি আমেরিকা তিন হাজার সৈন্য পাঠিয়েছে লোহিত সাগরে আমেরিকা তো ঘুম হারাম হয়ে গেছে ইরানের সাপোর্টার অতিউৎসাহী,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
33572,দফা ১ দাবি ১ হাসিনার পদত্যাগ,Political Hate,Individual,Mild,"মন্তব্যকারী ""হাসিনা"" এর প্রসঙ্গে নির্দিষ্ট ব্যক্তিকে সম্পর্কে মাঝারি মাত্রার রাজনৈতিক বিদ্বেষ ও ঘৃণা প্রকাশ করেছেন।",rule-contextual,False,pending,
19619,হাহাহাভোট চোরের সন্তানেরা বলে কি,Political Hate,Organization,Severe,"এই মন্তব্যে ""ভোট"", ""চোর"" সম্পর্কিত রাজনৈতিক ঘৃণা প্রকাশ পেয়েছে যেখানে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে আক্রমণের লক্ষ্যবস্তু। তীব্রতা তীব্র ও গুরুতর মাত্রার।",rule-contextual,False,pending,
18636,সবাই ইংরেজি তে বললো ভালো লাগলো,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
23854,আদৌ কি বাজেট পাশ হবে গত ৪ বছর তো একই কথা বলে যাচ্ছেন উনি,Abusive,,Mild,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি সাধারণভাবে মাঝারি মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
1204,ভারত আন্তজাতিক হারামি ভারতকে ঘৃনা এবং কোন জায়গা দেওয়া উচিত নয়,Political Hate,Society,Severe,"সমাজ বা জাতিকে বিরুদ্ধে ""হারামি"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি তীব্র ও গুরুতর মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
10257,শেখ হাসিনা তুমি তো সতী মায়ের সতী সন্তান তুমি স্বার্থের জন্য সব করতে পারো দেশের মানুষকে ঘুম হত্যা করা তোমার নেশা,Political Hate,Individual,Severe,"মন্তব্যটিতে ""হাসিনা"" উল্লেখ করে রাজনৈতিক বিদ্বেষ প্রকাশ করা হয়েছে। নির্দিষ্ট ব্যক্তিকে লক্ষ্য করে এই তীব্র ও গুরুতর মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য।",rule-contextual,False,pending,
26537,ভোট চোরের বাচ্চা ফালতু লোক,Political Hate,Individual,Mild,"নির্দিষ্ট ব্যক্তিকে বিরুদ্ধে ""ভোট"", ""চোর"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি মাঝারি মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
31194,লালন ভক্ত মানে গাঁজা খোর আর নাস্তিক,Religious Hate,Individual,Severe,ধর্ম ও সম্প্রদায় সম্পর্কে একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে প্রকাশিত।,rule-contextual,False,pending,
10454,সাবাস বিএনপি জামাত চালিয়ে যাও হাসিনা হটাও,Political Hate,Individual,Mild,"মন্তব্যকারী ""বিএনপি"", ""জামাত"", ""হাসিনা"" এর প্রসঙ্গে নির্দিষ্ট ব্যক্তিকে সম্পর্কে মাঝারি মাত্রার রাজনৈতিক বিদ্বেষ ও ঘৃণা প্রকাশ করেছেন।",rule-contextual,False,pending,
4350,এই কারনেই তালেবানরা গনতন্ত্র মানে নাগনতন্ত্র থাকলেই পশ্চিমারা ইজরায়েল ভারত দেশে দেশে রাজনীতিতে হস্তক্ষেপ করে,Political Hate,Organization,Mild,"এই মন্তব্যে ""রাজনীতি"", ""মারা"" সম্পর্কিত রাজনৈতিক ঘৃণা প্রকাশ পেয়েছে যেখানে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে আক্রমণের লক্ষ্যবস্তু। তীব্রতা মাঝারি মাত্রার।",rule-contextual,False,pending,
9037,সময় এবং ৭১ অনেক খুশি সাবাস মিডিয়া,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
14879,আর কতকাল যে পাচাটা গিরি করবে কে জানে সব টাকা চোরের বাচ্চারা চুরি করে পাচার করে আর দেশের নিরীহ মানুষের উপর অত্যাচার চালায় শালারাওদিকে সামরিক সক্ষমতায় ধাপ পিছিয়ে মিয়ানমার থেকেও কিন্তু চাপাবাজীতে ওস্তাদ একটা পাদ মারা বিমান কিনেও নিউজের জালায় অস্থির মানে হলো ঝিনুকের ভেতর নৌকা বাইছ,Political Hate,Organization,Mild,"রাজনৈতিক প্রেক্ষাপটে ""ক্ষমতা"", ""চোর"", ""শালা"" ব্যবহার করে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে প্রতি বিদ্বেষ প্রকাশ এই মন্তব্যকে মাঝারি মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য করে তোলে।",rule-contextual,False,pending,
29891,আওয়ামী লিগকে দায়িত্ব দিছে কে চামচামি করার জন্য তাহলে দেশে পুলিশ কি জন্য,Political Hate,Organization,Mild,"নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে বিরুদ্ধে ""পুলিশ"", ""চামচা"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি মাঝারি মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
6500,হাসিনা কুলাঙ্গগার তুই মরলে পরে ১৯ কোটি মানুষ শান্তি পেত,Political Hate,Individual,Severe,"মন্তব্যকারী ""হাসিনা"" এর প্রসঙ্গে নির্দিষ্ট ব্যক্তিকে সম্পর্কে তীব্র ও গুরুতর মাত্রার রাজনৈতিক বিদ্বেষ ও ঘৃণা প্রকাশ করেছেন।",rule-contextual,False,pending,
22069,কিছু ছাগল আছে কোথায় কি কমেন্ট করতে হয় তা জানে না,Abusive,Community,Mild,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
34438,শালা ভারতের রাজনীতি হাসিনা দেশটা ধ্বংস করল,Political Hate,Individual,Severe,"নির্দিষ্ট ব্যক্তিকে বিরুদ্ধে ""হাসিনা"", ""রাজনীতি"", ""শালা"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি তীব্র ও গুরুতর মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
13869,ঠিক মতো তারা টাকা পাবেতোএকটু খবর রাখবেন ওনার কথায় কেমন যেনো মনে হলো,,,Little to None,এই বাক্যে কোনো ঘৃণামূলক শব্দ বা আক্রমণাত্মক প্রকাশ নেই এবং এটি সাধারণ মতামত প্রকাশ করে।,rule-based,False,pending,
11507,বাংলাদেশ আফগানিস্তান সকল প্লেয়ারদের ও দুই দেশের জনগণের প্রতি ভালোবাসা রইলো,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
12665,ঘোড়ায় পাইছে ধুনের মাতব্বরি শালার ঘরের শালারাআমি মালেশিয়ায় থাকিযাহার একটা হাত নাই সেও ভোট দিতে পারে এবং ভিক্ষা করে তারও দুইটা করে গাড়ি আছে আমার বাংলাদেশের ডিজিটাল চোরেরা ইভিএম বানাইতেছে,Abusive,Community,Severe,"মন্তব্যকারী ""শালা"", ""চোর"", ""শালা"" ব্যবহার করে নির্দিষ্ট সম্প্রদায় বা গোষ্ঠীকে অশ্লীলভাবে আক্রমণ করেছেন। ভাষার মাত্রা তীব্র ও গুরুতর মাত্রার অশ্লীলতা নির্দেশ করে।",rule-contextual,False,pending,
22856,আপনারা দরোয়ানকে নিয়ে খবর করেন না কেন,Abusive,Community,Mild,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
13249,ওরে পাবনা পাগলা গারদে পাঠিয়ে দে,Abusive,Individual,Severe,"মন্তব্যকারী ""পাগল"" ব্যবহার করে নির্দিষ্ট ব্যক্তিকে আক্রমণ করেছেন। ভাষার তীব্রতা তীব্র ও গুরুতর মাত্রার বলে প্রতীয়মান।",rule-contextual,False,pending,
17599,ওরে কাংলাদেশি তোদের র থেকে আমাদের বেশি তোদের র আমাদের শ্রীলঙ্কাকে জরুরি লোন ও ভারত দিচ্ছেতোরা অশিক্ষিত র,Political Hate,,Mild,এই মন্তব্যে রাজনৈতিক প্রেক্ষাপটে সাধারণভাবে মাঝারি মাত্রার বিদ্বেষ ও ঘৃণা প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
32471,এই জান্তা জানোয়ারদের কে ঘাড় ধাক্কা দিয়ে বের করে দেয়া দরকার,Abusive,Community,Severe,মন্তব্যটিতে একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে তীব্র ও গুরুতর মাত্রার অশ্লীল শব্দচয়ন ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে।,rule-contextual,False,pending,
15326,মিছে কথা বলে আর লাভ নেই,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
20408,বাঙালিরা দুই টাকা হাওয়ার জন্য এসব কাজ কারবার করে আমিও একজন প্রবাসী বছর ধরে আছে আল্লাহর কসম আমি অনেক ভিসা পায়ে ছিলাম মাগনা ইচ্ছা করলে অনেক লোক আনতে পারতাম আমি কাউকে আনি নাই দুই দিন আগেও এক আরবে আমাকে বলছে একটা লোকের দরকার আমি বলছি পরে জানাবো,Abusive,Community,Little to None,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
24578,এক কথা বার বার আর কত,Abusive,Individual,Little to None,মন্তব্যকারী আক্রমণাত্মক শব্দ ব্যবহার করে নির্দিষ্ট ব্যক্তিকে আক্রমণ করেছেন। ভাষার তীব্রতা মৃদু বা গৌণ মাত্রার বলে প্রতীয়মান।,rule-contextual,False,pending,
34174,পাকিস্তান বেশি বেশি শুধু পাম দিতে পারে আর কিছু না,Abusive,Society,Mild,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
35335,এখন তার চেয়ে খারাপ অবস্থা দেশের লেখাপড়া গুয়া মারা শেষ,Abusive,Society,Severe,"এই বক্তব্যে সমাজ বা জাতিকে প্রতি ""গু"", ""খারাপ"", ""মারা"" এর মতো অশ্লীল শব্দচয়ন এটিকে তীব্র ও গুরুতর মাত্রার কুরুচিপূর্ণ মন্তব্য হিসেবে চিহ্নিত করে।",rule-contextual,False,pending,
28493,এগুলো মিডিয়ার সৃষ্টি,Abusive,Organization,Mild,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মাঝারি মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
20031,মরতে ভালো হইছে,,,Little to None,এই বাক্যে কোনো ঘৃণামূলক শব্দ বা আক্রমণাত্মক প্রকাশ নেই এবং এটি সাধারণ মতামত প্রকাশ করে।,rule-based,False,pending,
13917,নিউজটা সম্পূর্ণ ভুয়া জামাত শিবিরের ছেলেদের কে গ্রেফতার করা হচ্ছে আর মিডিয়ায় প্রচার করা হচ্ছে কুকি চিন আর্মি এটা সত্যি দুঃখজনক বাংলাদেশের স্বাধীনতা এবং নিরাপত্তার জন্য এর জন্য সম্পূর্ণ দায়ী আওয়ামী লীগ সরকার গ্রেফতার কৃতদের চেহারা দেখে বোঝা যাচ্ছে এরা খাঁটি বাঙালি এবং বাংলাদেশী,Political Hate,Organization,Mild,"রাজনৈতিক প্রেক্ষাপটে ""সরকার"", ""আওয়ামী"", ""জামাত"" ব্যবহার করে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে প্রতি বিদ্বেষ প্রকাশ এই মন্তব্যকে মাঝারি মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য করে তোলে।",rule-contextual,False,pending,
25786,ভুল দেশের স্বার্থ বিরোধী হবে কিছু দিন পরই টের পাবে ক্ষমতা পাকা কারার জন্যেই তড়িঘড়ি এই প্রচেষ্টা,Political Hate,Organization,Mild,এই মন্তব্যে রাজনৈতিক প্রেক্ষাপটে একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মাঝারি মাত্রার বিদ্বেষ ও ঘৃণা প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
5721,বিচার পাবেননা পারলে যে খুন করেছে এক হাত এক পা কেটে দেন,,,Little to None,মন্তব্যটি সাধারণ মতামত প্রকাশ করে এবং এতে কোনো ঘৃণা বা সহিংসতামূলক উপাদান নেই।,rule-based,False,pending,
22659,আমার কাছে কেনো জানি মনে হইলো আমি মোটু পাতলু দেখতাছি,Abusive,,Little to None,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা সাধারণভাবে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
9824,মানুষ কিভাবে এই কালা কালা গেঙ্গট দের কাছ থেকে প্রতারণার শিকার হয়আহারে সহজ সরল মানুষ,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
18978,মির্জা ফখরুল সাহেব পাগল ও বাচাল হয়ে গেছে,Abusive,Individual,Mild,"এই বক্তব্যে নির্দিষ্ট ব্যক্তিকে প্রতি ""পাগল"" এর মতো আপত্তিকর শব্দচয়ন এটিকে মাঝারি মাত্রার আক্রমণাত্মক মন্তব্য হিসেবে শ্রেণিবদ্ধ করে।",rule-contextual,False,pending,
34978,বালছেরা নাইকা বুবলি,Gender Hate,Individual,Mild,"মন্তব্যটিতে ""বাল"" এর মতো লিঙ্গ বৈষম্যমূলক ও যৌনতাবাদী ভাষা ব্যবহার করা হয়েছে। এটি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার বক্তব্য।",rule-contextual,False,pending,
22428,দাড়ি টুপি খুব সুন্দর,,,Little to None,মন্তব্যটি সাধারণ মতামত প্রকাশ করে এবং এতে কোনো ঘৃণা বা সহিংসতামূলক উপাদান নেই।,rule-based,False,pending,
31412,বয়কট ভারতীয় পণ্য বয়কট মেডিইন ইন্ডিয়া সকল কোম্পানি বয়কট ভারতীয় ভোট চোর গুম খুন লুটপাট কারি মাফিয়া ভারতীয় ভিসায় বয়কট পণ্য বয়কট,Political Hate,Community,Mild,"মন্তব্যটিতে ""ভোট"", ""লুটপাট"", ""চোর"" উল্লেখ করে রাজনৈতিক বিদ্বেষ প্রকাশ করা হয়েছে। নির্দিষ্ট সম্প্রদায় বা গোষ্ঠীকে লক্ষ্য করে এই মাঝারি মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য।",rule-contextual,False,pending,
6412,দুজনই বিশ্বসেরা বেয়াদব এবং কমেডিয়ান,Abusive,Community,Little to None,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
6929,এ অপরাধী কে ফাঁসি কার্যকর করা দরকার ছিল,Abusive,Individual,Mild,"মন্তব্যকারী ""ফাঁসি"" ব্যবহার করে নির্দিষ্ট ব্যক্তিকে আক্রমণ করেছেন। ভাষার তীব্রতা মাঝারি মাত্রার বলে প্রতীয়মান।",rule-contextual,False,pending,
26399,অর্থহীন ব্যান্ডটাই অর্থহীন,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
17932,আর হাসিনা যা চুরি করছে তা ফিরিয়ে আনার পথ কি,Political Hate,Individual,Severe,"রাজনৈতিক প্রেক্ষাপটে ""হাসিনা"" ব্যবহার করে নির্দিষ্ট ব্যক্তিকে প্রতি বিদ্বেষ প্রকাশ এই মন্তব্যকে তীব্র ও গুরুতর মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য করে তোলে।",rule-contextual,False,pending,
12695,বিকেলে রং তামাসার সুযোগ পাবে সবাই খুব খুশি,,,Little to None,"মন্তব্যটিতে কোনো গালিগালাজ, বিদ্বেষ বা আপত্তিকর বিষয়বস্তু পাওয়া যায়নি বলে এটি নিরপেক্ষ মন্তব্য।",rule-based,False,pending,
25950,ছাত্রলীগের শুয়োরের বাচ্চারা বুয়েটের হলে আবরার ফাহাদকে যে মেরে ফেলল তাহলে তো সংঘটন হিসেবে ছাত্রলীগকে নিষিদ্ধ করা দরকার,Abusive,Community,Severe,"মন্তব্যটিতে ""লীগ"" এর মতো অশ্লীল ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে। এটি একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বক্তব্য।",rule-contextual,False,pending,
15078,মার্কিনী সহায়তায় তৃতীয় বিশ্বযুদ্ধের কারণ হয়ে দাঁড়াতে পারে,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
19171,তাইওয়ান কি পাগল হয়ে গেছে,Abusive,Society,Little to None,"এই মন্তব্যে ""পাগল"" শব্দ ব্যবহার করে সমাজ বা জাতিকে অবমাননা করা হয়েছে, যা মৃদু বা গৌণ মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
